homeTeam;awayTeam;player;status;league;season;matchweek;date;team
Frosinone;Empoli;Jaime Báez;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Karlo Lulić;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Kaio Jorge;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Giuseppe Caso;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Luca Garritano;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Giorgi Kvernadze;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Anthony Oyono;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Mehdi Bourabia;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Mateus Lusuardi;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Walid Cheddira;bench;SerieA;23_24;11;2023-11-06;Frosinone
Frosinone;Empoli;Etrit Berisha;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Alberto Grassi;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Francesco Caputo;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Emmanuel Gyasi;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Răzvan Marin;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Bartosz Bereszyński;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Matteo Cancellieri;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Jacopo Fazzini;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Simone Bastoni;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Sebastiano Luperto;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Ardian Ismajli;firstSquad;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Samuele Perisan;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Elia Caprile;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Steven Shpendi;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Viktor Kovalenko;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Liberato Cacace;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Gabriele Guarino;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Filippo Ranocchia;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Tyronne Ebuehi;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Daniel Maldini;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Nicolò Cambiaghi;bench;SerieA;23_24;11;2023-11-06;Empoli
Frosinone;Empoli;Tommaso Baldanzi;bench;SerieA;23_24;11;2023-11-06;Empoli
Torino;Sassuolo;Vanja Milinković-Savić;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Alessandro Buongiorno;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Ivan Ilić;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Antonio Sanabria;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Ricardo Rodríguez;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Raoul Bellanova;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Mërgim Vojvoda;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Samuele Ricci;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Adrien Tameze;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Karol Linetty;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Duván Zapata;firstSquad;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Luca Gemello;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Mihai Popa;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;David Zima;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Yann Karamoh;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Nemanja Radonjić;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Pietro Pellegri;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Saba Sazonov;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Nikola Vlašić;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Valentino Lazaro;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Demba Seck;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Gvidas Gineitis;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Caumenan N'Guessan;bench;SerieA;23_24;11;2023-11-06;Torino
Torino;Sassuolo;Andrea Consigli;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Martin Erlic;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Andrea Pinamonti;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Domenico Berardi;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Nedim Bajrami;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Gian Marco Ferrari;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Matías Viña;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Jeremy Toljan;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Daniel Boloca;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Kristian Thorstvedt;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Armand Lauriente;firstSquad;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Gianluca Pegolo;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Alessio Cragno;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Filippo Missori;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Marcus Pedersen;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Uroš Račić;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Samuele Mulattieri;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Emil Ceide;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Samu Castillejo;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Mattia Viti;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Cristian Volpato;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Luca Lipani;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Ruan;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Torino;Sassuolo;Grégoire Defrel;bench;SerieA;23_24;11;2023-11-06;Sassuolo
Sassuolo;Salernitana;Andrea Consigli;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Martin Erlic;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Andrea Pinamonti;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Domenico Berardi;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Gian Marco Ferrari;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Matías Viña;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Samu Castillejo;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Jeremy Toljan;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Daniel Boloca;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Kristian Thorstvedt;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Grégoire Defrel;firstSquad;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Gianluca Pegolo;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Alessio Cragno;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Filippo Missori;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Marcus Pedersen;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Uroš Račić;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Samuele Mulattieri;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Nedim Bajrami;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Emil Ceide;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Mattia Viti;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Cristian Volpato;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Luca Lipani;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Ruan;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Armand Lauriente;bench;SerieA;23_24;12;2023-11-10;Sassuolo
Sassuolo;Salernitana;Guillermo Ochoa;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Flavius Daniliuc;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Emil Bohinen;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Boulaye Dia;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Federico Fazio;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Lassana Coulibaly;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Chukwubuikem Ikwuemesi;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Giulio Maggiore;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Pasquale Mazzocchi;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Loum Tchaouna;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Lorenzo Pirola;firstSquad;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Vincenzo Fiorillo;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Benoît Costil;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Domagoj Bradarić;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Junior Sambia;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Agustín Martegani;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Simeon Nwankwo;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Erik Botheim;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Trivante Stewart;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Grigoris Kastanos;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Norbert Gyömbér;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Matteo Lovato;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Antonio Candreva;bench;SerieA;23_24;12;2023-11-10;Salernitana
Sassuolo;Salernitana;Mateusz Łęgowski;bench;SerieA;23_24;12;2023-11-10;Salernitana
Genoa;Hellas Verona;Josep Martinez;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Radu Drăgușin;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Kevin Strootman;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Albert Guðmundsson;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Mattia Bani;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Caleb Ekuban;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Stefano Sabelli;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Johan Vásquez;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Morten Frendrup;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Milan Badelj;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Ridgeciano Haps;firstSquad;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Nicola Leali;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Daniele Sommariva;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Morten Thorsby;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Aarón Martín;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Koni De Winter;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Alessandro Vogliacco;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Ruslan Malinovskyi;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Filip Jagiełło;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Berkan Kutlu;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Alan Matturro;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Silvan Hefti;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;George Pușcaș;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Pablo Galdames Millán;bench;SerieA;23_24;12;2023-11-10;Genoa
Genoa;Hellas Verona;Lorenzo Montipò;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Bruno Amione;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Josh Doig;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Isak Hien;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Milan Đurić;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Martin Hongla;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Giangiacomo Magnani;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Filippo Terracciano;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Tomáš Suslov;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Michael Folorunsho;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Federico Bonazzoli;firstSquad;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Alessandro Berardi;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Simone Perilli;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Davide Faraoni;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Juan Cruz;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Riccardo Saponara;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Suat Serdar;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Cyril Ngonge;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Ondrej Duda;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Charlys;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Jackson Tchatchoua;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Diego Coppola;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Genoa;Hellas Verona;Jordi Mboula;bench;SerieA;23_24;12;2023-11-10;Hellas Verona
Lecce;Milan;Wladimiro Falcone;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Marin Pongračić;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Federico Baschirotto;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Hamza Rafia;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Nikola Krstović;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Patrick Dorgu;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Valentin Gendrey;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Ylber Ramadani;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Lameck Banda;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Gabriel Strefezza;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Mohamed Kaba;firstSquad;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Federico Brancolini;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Jasper Samooja;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Remi Oudin;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Nicola Sansone;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Lorenzo Venuti;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Joan Gonzàlez;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Medon Berisha;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Marcin Listkowski;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Antonino Gallo;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Zinedin Smajlovic;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Alexis Blin;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Rareș-Cătălin Burnete;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Kastriot Dermaku;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Ahmed Touba;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Roberto Piccoli;bench;SerieA;23_24;12;2023-11-11;Lecce
Lecce;Milan;Mike Maignan;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Davide Calabria;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Olivier Giroud;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Rafael Leão;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Tijjani Reijnders;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Theo Hernández;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Samuel Chukwueze;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Fikayo Tomori;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Malick Thiaw;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Tommaso Pobega;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Rade Krunić;firstSquad;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Lapo Nava;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Antonio Mirante;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Yacine Adli;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Ruben Loftus-Cheek;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Luka Jović;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Noah Okafor;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Luka Romero;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Alessandro Florenzi;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Yunus Musah;bench;SerieA;23_24;12;2023-11-11;Milan
Lecce;Milan;Davide Bartesaghi;bench;SerieA;23_24;12;2023-11-11;Milan
Juventus;Cagliari;Wojciech Szczęsny;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Gleison Bremer;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Federico Gatti;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Manuel Locatelli;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Federico Chiesa;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Filip Kostić;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Weston McKennie;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Moise Kean;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Fabio Miretti;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Daniele Rugani;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Andrea Cambiaso;firstSquad;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Carlo Pinsoglio;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Mattia Perin;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Dušan Vlahović;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Dean Huijsen;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Arkadiusz Milik;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Kenan Yıldız;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Samuel Iling-Junior;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Hans Nicolussi Caviglia;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Joseph Nonge;bench;SerieA;23_24;12;2023-11-11;Juventus
Juventus;Cagliari;Simone Scuffet;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Edoardo Goldaniga;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Alberto Dossena;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Nicolas Viola;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Matteo Prati;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Jakub Jankto;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Tommaso Augello;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Gabriele Zappa;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Antoine Makoumbou;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Andrea Petagna;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Zito;firstSquad;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Boris Radunović;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Simone Aresti;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Marco Mancosu;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Gianluca Lapadula;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Alessandro Deiola;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Pantelis Hatzidiakos;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Gaetano Oristanio;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Gastón Pereiro;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Mateusz Wieteska;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Ibrahim Sulemana;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Leonardo Pavoletti;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Adam Obert;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Paulo Azzi;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Jacopo Desogus;bench;SerieA;23_24;12;2023-11-11;Cagliari
Juventus;Cagliari;Eldor Shomurodov;bench;SerieA;23_24;12;2023-11-11;Cagliari
Monza;Torino;Michele Di Gregorio;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Luca Caldirola;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Roberto Gagliardini;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Lorenzo Colombo;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Andrea Colpani;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Matteo Pessina;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Danilo D'Ambrosio;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Warren Bondo;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Andrea Carboni;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Giorgos Kyriakopoulos;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Patrick Ciurria;firstSquad;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Eugenio Lamanna;bench;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Alessandro Sorrentino;bench;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Stefano Gori;bench;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Giulio Donati;bench;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Pepín;bench;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Jean-Daniel Akpa-Akpro;bench;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Franco Carboni;bench;SerieA;23_24;12;2023-11-11;Monza
Monza;Torino;Pedro Pereira;bench;SerieA;23_24;12;2023-11-11;Monza
