player;shirtnumber;nationality;position;age;minutes;goals;assists;pens_made;pens_att;shots;shots_on_target;cards_yellow;cards_red;touches;tackles;interceptions;blocks;xg;npxg;xg_assist;sca;gca;passes_completed;passes;passes_pct;progressive_passes;carries;progressive_carries;take_ons;take_ons_won;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;pass_xa;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;crosses;throw_ins;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_offsides;passes_blocked;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;challenge_tackles;challenges;challenge_tackles_pct;challenges_lost;blocked_shots;blocked_passes;tackles_interceptions;clearances;errors;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;take_ons_won_pct;take_ons_tackled;take_ons_tackled_pct;carries_distance;carries_progressive_distance;carries_into_final_third;carries_into_penalty_area;miscontrols;dispossessed;passes_received;progressive_passes_received;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
Oliver Norwood;16;nir NIR;CM;32-234;90;0;0;0;0;1;1;0;0;63.0;3.0;1;1.0;0.0;0.0;0.0;0.0;0.0;44.0;53.0;83.0;7.0;36.0;1.0;0.0;0.0;751.0;228.0;16.0;17.0;94.1;21.0;22.0;95.5;4.0;11.0;36.4;0.0;0.0;4.0;2.0;0.0;50.0;3.0;3.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2.0;1.0;0.0;2.0;4.0;50.0;2.0;0.0;1.0;4.0;3.0;0.0;2.0;25.0;33.0;5.0;0.0;63.0;;0.0;;120.0;46.0;0.0;0.0;1.0;0.0;42.0;0.0;0;1;0;0;0.0;0.0;0;5.0;0.0;0.0;
Luke Thomas;14;eng ENG;WB;22-175;45;0;0;0;0;0;0;1;0;20.0;1.0;2;1.0;0.0;0.0;0.0;0.0;0.0;7.0;15.0;46.7;2.0;11.0;0.0;1.0;0.0;102.0;31.0;5.0;11.0;45.5;2.0;3.0;66.7;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;14.0;1.0;0.0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;3.0;6.0;10.0;4.0;0.0;20.0;0.0;0.0;0.0;28.0;1.0;0.0;0.0;0.0;0.0;13.0;2.0;0;1;2;0;0.0;0.0;0;1.0;1.0;1.0;50.0
   James Mcatee;28;eng ENG;LM;21-045;45;0;0;0;0;0;0;0;0;17.0;0.0;1;2.0;0.0;0.0;0.0;1.0;0.0;9.0;12.0;75.0;0.0;10.0;1.0;3.0;1.0;115.0;29.0;6.0;7.0;85.7;3.0;5.0;60.0;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;9.0;3.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;2.0;1.0;0.0;0.0;1.0;6.0;8.0;4.0;1.0;17.0;33.3;1.0;33.3;52.0;32.0;0.0;0.0;0.0;0.0;7.0;2.0;0;0;2;0;0.0;0.0;0;4.0;0.0;0.0;
George Baldock;2;gr GRE;WB;30-268;24;0;0;0;0;0;0;0;0;13.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;12.0;50.0;1.0;9.0;1.0;0.0;0.0;76.0;33.0;5.0;6.0;83.3;1.0;3.0;33.3;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;3.0;0.0;13.0;;0.0;;31.0;16.0;1.0;0.0;0.0;0.0;9.0;0.0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;
   Jayden Bogle;20;eng ENG;RB,WB;23-128;66;0;0;0;0;0;0;0;0;35.0;1.0;1;2.0;0.0;0.0;0.0;0.0;0.0;9.0;19.0;47.4;1.0;14.0;0.0;2.0;0.0;102.0;26.0;8.0;9.0;88.9;1.0;4.0;25.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;15.0;4.0;0.0;0.0;0.0;1;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1;1.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;2.0;2.0;7.0;0.0;8.0;16.0;15.0;5.0;0.0;35.0;0.0;2.0;100.0;82.0;43.0;0.0;0.0;0.0;0.0;10.0;0.0;0;0;1;0;0.0;0.0;0;4.0;1.0;1.0;50.0
Auston Trusty;5;us USA;LB,CB;25-112;90;0;0;0;0;0;0;0;0;54.0;0.0;1;3.0;0.0;0.0;0.0;1.0;0.0;28.0;43.0;65.1;2.0;24.0;2.0;1.0;1.0;481.0;160.0;10.0;13.0;76.9;16.0;25.0;64.0;2.0;5.0;40.0;0.0;0.0;1.0;0.0;0.0;37.0;6.0;0.0;0.0;0.0;0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;1.0;7.0;0.0;11.0;32.0;18.0;4.0;2.0;54.0;100.0;0.0;0.0;128.0;80.0;0.0;2.0;0.0;0.0;25.0;1.0;0;1;1;1;0.0;0.0;0;2.0;4.0;1.0;80.0
Jack Robinson;19;eng ENG;CB;30-092;90;0;0;0;0;0;0;0;0;63.0;0.0;1;2.0;0.0;0.0;0.0;0.0;0.0;42.0;54.0;77.8;1.0;39.0;0.0;1.0;1.0;829.0;348.0;14.0;14.0;100.0;23.0;30.0;76.7;5.0;9.0;55.6;0.0;0.0;3.0;0.0;0.0;49.0;5.0;1.0;0.0;0.0;1;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;1.0;1.0;4.0;0.0;12.0;34.0;24.0;5.0;2.0;63.0;100.0;0.0;0.0;155.0;53.0;0.0;0.0;0.0;0.0;34.0;1.0;0;0;1;0;0.0;0.0;0;7.0;2.0;1.0;66.7
Anel Ahmedhodžić;15;ba BIH;CB;24-251;90;0;0;0;0;0;0;1;0;53.0;2.0;1;1.0;0.0;0.0;0.0;0.0;0.0;32.0;38.0;84.2;0.0;33.0;0.0;2.0;1.0;399.0;92.0;21.0;23.0;91.3;10.0;13.0;76.9;0.0;0.0;;0.0;0.0;1.0;0.0;0.0;38.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;2.0;0.0;0.0;1.0;4.0;25.0;3.0;0.0;1.0;3.0;7.0;0.0;8.0;22.0;27.0;4.0;0.0;53.0;50.0;1.0;50.0;137.0;62.0;0.0;0.0;2.0;0.0;32.0;1.0;0;2;1;0;0.0;0.0;0;3.0;1.0;0.0;100.0
Wes Foderingham;18;eng ENG;GK;32-322;90;0;0;0;0;0;0;0;0;37.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;20.0;35.0;57.1;0.0;22.0;0.0;0.0;0.0;697.0;587.0;4.0;4.0;100.0;4.0;4.0;100.0;12.0;26.0;46.2;0.0;0.0;0.0;0.0;0.0;22.0;12.0;7.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;28.0;37.0;0.0;0.0;0.0;37.0;;0.0;;118.0;65.0;0.0;0.0;0.0;0.0;15.0;0.0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;
Chris Wood;11;nz NZL;FW;31-360;90;0;0;0;0;0;0;0;0;35.0;0.0;0;1.0;0.0;0.0;0.1;1.0;0.0;16.0;21.0;76.2;1.0;19.0;1.0;0.0;0.0;290.0;71.0;5.0;8.0;62.5;8.0;8.0;100.0;2.0;2.0;100.0;0.0;2.0;2.0;0.0;0.0;20.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;3.0;7.0;21.0;7.0;4.0;35.0;;0.0;;30.0;25.0;0.0;1.0;5.0;0.0;24.0;4.0;0;2;0;1;0.0;0.0;0;4.0;3.0;3.0;50.0
Anthony Elanga;21;se SWE;LW;21-219;90;0;0;0;0;5;0;0;0;54.0;1.0;0;0.0;0.2;0.2;0.0;1.0;0.0;21.0;37.0;56.8;0.0;35.0;5.0;1.0;0.0;321.0;29.0;9.0;14.0;64.3;10.0;17.0;58.8;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;6;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1;1.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;1.0;0.0;0.0;2.0;13.0;14.0;28.0;6.0;54.0;0.0;1.0;100.0;243.0;143.0;2.0;2.0;4.0;2.0;40.0;11.0;0;1;1;0;0.0;0.0;0;6.0;0.0;3.0;0.0
Morgan Gibbs-White;10;eng ENG;RW,AM;23-309;90;0;0;0;0;3;0;0;0;75.0;1.0;0;2.0;0.1;0.1;0.1;4.0;0.0;39.0;61.0;63.9;6.0;34.0;5.0;4.0;0.0;705.0;173.0;14.0;20.0;70.0;17.0;25.0;68.0;5.0;10.0;50.0;0.2;2.0;3.0;1.0;0.0;56.0;5.0;3.0;0.0;3.0;9;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;2.0;0.0;1.0;5.0;35.0;36.0;6.0;75.0;0.0;4.0;100.0;166.0;113.0;1.0;2.0;3.0;1.0;49.0;14.0;0;1;0;0;0.0;0.0;0;8.0;2.0;1.0;66.7
Ryan Yates;22;eng ENG;LM,DM;26-011;90;0;0;0;0;2;1;0;0;57.0;5.0;1;2.0;0.3;0.3;0.0;2.0;0.0;35.0;43.0;81.4;4.0;21.0;1.0;2.0;2.0;609.0;113.0;23.0;25.0;92.0;7.0;8.0;87.5;5.0;9.0;55.6;0.0;1.0;3.0;0.0;0.0;41.0;2.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5;3.0;1.0;1.0;0.0;0.0;;0.0;1.0;1.0;6.0;2.0;0.0;2.0;17.0;28.0;13.0;4.0;57.0;100.0;0.0;0.0;81.0;57.0;1.0;0.0;2.0;0.0;30.0;2.0;0;4;6;0;0.0;0.0;0;7.0;4.0;4.0;50.0
Orel Mangala;5;be BEL;CM,DM;25-259;90;0;0;0;0;0;0;0;0;86.0;3.0;2;1.0;0.0;0.0;0.0;0.0;0.0;62.0;64.0;96.9;8.0;41.0;2.0;3.0;1.0;1207.0;320.0;20.0;21.0;95.2;34.0;35.0;97.1;7.0;7.0;100.0;0.0;0.0;7.0;0.0;0.0;63.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2.0;1.0;0.0;1.0;2.0;50.0;1.0;1.0;0.0;5.0;6.0;0.0;5.0;32.0;47.0;7.0;0.0;86.0;33.3;1.0;33.3;174.0;92.0;0.0;0.0;2.0;1.0;51.0;0.0;0;1;3;0;0.0;0.0;0;11.0;1.0;0.0;100.0
Ibrahim Sangaré;6;ci CIV;RM;26-000;64;0;0;0;0;0;0;0;0;59.0;4.0;0;3.0;0.0;0.0;0.1;1.0;0.0;36.0;42.0;85.7;4.0;22.0;0.0;1.0;0.0;468.0;113.0;25.0;27.0;92.6;8.0;9.0;88.9;1.0;2.0;50.0;0.1;1.0;2.0;2.0;0.0;41.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;2.0;1.0;1.0;1.0;1.0;100.0;0.0;0.0;3.0;4.0;3.0;0.0;3.0;15.0;29.0;16.0;0.0;59.0;0.0;1.0;100.0;42.0;13.0;0.0;0.0;4.0;0.0;35.0;1.0;0;1;2;0;0.0;0.0;0;6.0;0.0;0.0;
   Callum Hudson-Odoi;14;eng ENG;RW;23-025;26;0;0;0;0;0;0;0;0;21.0;0.0;0;0.0;0.0;0.0;0.0;3.0;0.0;14.0;21.0;66.7;0.0;17.0;3.0;2.0;2.0;190.0;22.0;9.0;9.0;100.0;5.0;10.0;50.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;12.0;0.0;21.0;100.0;0.0;0.0;123.0;65.0;1.0;0.0;0.0;0.0;16.0;4.0;0;0;0;0;0.0;0.0;0;4.0;0.0;0.0;
Harry Toffolo;15;eng ENG;LB;28-105;81;0;0;0;0;0;0;0;0;71.0;0.0;2;3.0;0.0;0.0;0.2;2.0;0.0;40.0;59.0;67.8;4.0;20.0;0.0;0.0;0.0;651.0;304.0;24.0;27.0;88.9;12.0;18.0;66.7;3.0;11.0;27.3;0.1;1.0;6.0;0.0;0.0;47.0;12.0;2.0;0.0;0.0;3;7.0;3.0;3.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;2.0;2.0;5.0;0.0;6.0;30.0;30.0;11.0;0.0;71.0;;0.0;;66.0;22.0;0.0;0.0;1.0;0.0;35.0;1.0;0;0;0;0;0.0;0.0;0;2.0;2.0;1.0;66.7
   Divock Origi;27;be BEL;LB;28-228;9;0;0;0;0;0;0;0;0;2.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;;1.0;1.0;100.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0;0;0;0;0.0;0.0;0;0.0;0.0;1.0;0.0
Murillo;40;br BRA;CB;21-151;90;0;0;0;0;1;1;0;0;96.0;0.0;1;5.0;0.0;0.0;0.0;0.0;0.0;63.0;79.0;79.7;4.0;56.0;2.0;3.0;1.0;1321.0;443.0;15.0;18.0;83.3;36.0;40.0;90.0;9.0;17.0;52.9;0.0;0.0;2.0;0.0;0.0;77.0;2.0;2.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;2.0;3.0;1.0;7.0;0.0;9.0;55.0;36.0;6.0;0.0;96.0;33.3;2.0;66.7;302.0;211.0;1.0;0.0;0.0;1.0;64.0;1.0;0;0;1;0;0.0;0.0;0;7.0;2.0;4.0;33.3
Willy Boly;30;ci CIV;CB;32-302;45;0;0;0;0;0;0;0;0;53.0;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;31.0;39.0;79.5;0.0;24.0;0.0;0.0;0.0;648.0;142.0;11.0;11.0;100.0;14.0;16.0;87.5;6.0;10.0;60.0;0.0;0.0;1.0;0.0;0.0;37.0;2.0;2.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;2.0;9.0;0.0;7.0;32.0;20.0;1.0;1.0;53.0;;0.0;;78.0;37.0;0.0;0.0;0.0;0.0;30.0;0.0;0;1;0;0;0.0;0.0;0;2.0;3.0;4.0;42.9
   Felipe;18;br BRA;CB;34-200;45;0;0;0;0;1;0;1;0;49.0;2.0;0;0.0;0.1;0.1;0.0;2.0;0.0;36.0;43.0;83.7;0.0;24.0;0.0;0.0;0.0;624.0;161.0;13.0;14.0;92.9;19.0;22.0;86.4;3.0;6.0;50.0;0.0;1.0;0.0;0.0;0.0;41.0;2.0;2.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;1.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;2.0;3.0;0.0;4.0;28.0;20.0;2.0;1.0;49.0;;0.0;;78.0;35.0;0.0;0.0;0.0;0.0;30.0;0.0;0;3;0;0;0.0;0.0;0;7.0;3.0;0.0;100.0
Serge Aurier;24;ci CIV;RB;30-343;90;0;0;0;0;1;0;0;0;100.0;5.0;2;0.0;0.0;0.0;0.0;4.0;0.0;69.0;82.0;84.1;11.0;42.0;0.0;2.0;1.0;1074.0;500.0;37.0;41.0;90.2;24.0;30.0;80.0;4.0;7.0;57.1;0.1;0.0;5.0;3.0;1.0;71.0;11.0;2.0;0.0;0.0;4;9.0;0.0;0.0;0.0;0.0;0.0;1.0;4;2.0;3.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;7.0;4.0;0.0;5.0;35.0;40.0;25.0;2.0;100.0;50.0;1.0;50.0;114.0;53.0;0.0;0.0;2.0;1.0;61.0;4.0;0;1;0;0;0.0;0.0;0;8.0;3.0;5.0;37.5
Odisseas Vlachodimos;23;gr GRE;GK;29-220;90;0;0;0;0;0;0;0;0;48.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;47.0;83.0;0.0;25.0;0.0;0.0;0.0;981.0;658.0;4.0;4.0;100.0;29.0;29.0;100.0;6.0;13.0;46.2;0.0;0.0;0.0;0.0;0.0;38.0;8.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;34.0;47.0;1.0;0.0;0.0;48.0;;0.0;;60.0;23.0;0.0;0.0;0.0;0.0;33.0;0.0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;
Beto;14;gw GNB;FW;25-305;81;0;0;0;0;3;0;0;0;26.0;2.0;0;1.0;0.3;0.3;0.0;2.0;0.0;7.0;13.0;53.8;1.0;8.0;0.0;1.0;0.0;81.0;20.0;5.0;9.0;55.6;2.0;3.0;66.7;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;1.0;1.0;1.0;2.0;50.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;3.0;8.0;15.0;3.0;26.0;0.0;1.0;100.0;29.0;8.0;1.0;0.0;4.0;2.0;16.0;6.0;0;2;2;0;0.0;0.0;0;1.0;4.0;6.0;40.0
   Youssef Chermiti;28;pt POR;FW;19-192;9;0;0;0;0;0;0;0;0;4.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;4.0;;0.0;;13.0;0.0;0.0;0.0;2.0;0.0;4.0;1.0;0;0;0;0;0.0;0.0;0;0.0;0.0;3.0;0.0
Abdoulaye Doucouré;16;ml MLI;FW;30-335;90;0;0;0;0;0;0;0;0;39.0;2.0;0;1.0;0.0;0.0;0.1;1.0;0.0;19.0;35.0;54.3;6.0;17.0;3.0;0.0;0.0;246.0;87.0;13.0;20.0;65.0;4.0;9.0;44.4;0.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;35.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;1.0;0.0;1.0;2.0;3.0;66.7;1.0;1.0;0.0;2.0;0.0;0.0;1.0;6.0;14.0;20.0;2.0;39.0;;0.0;;91.0;61.0;1.0;1.0;1.0;1.0;25.0;8.0;0;2;0;1;0.0;0.0;0;6.0;1.0;3.0;25.0
Dwight McNeil;7;eng ENG;LM;24-010;90;1;0;0;0;4;1;0;0;69.0;2.0;0;3.0;0.2;0.2;0.0;1.0;0.0;23.0;51.0;45.1;6.0;31.0;2.0;1.0;0.0;372.0;163.0;8.0;15.0;53.3;9.0;21.0;42.9;2.0;9.0;22.2;0.0;0.0;3.0;1.0;0.0;46.0;5.0;2.0;0.0;0.0;12;0.0;3.0;3.0;0.0;0.0;0.0;3.0;1;1.0;0.0;1.0;2.0;4.0;50.0;2.0;0.0;3.0;2.0;2.0;0.0;1.0;12.0;26.0;32.0;5.0;69.0;0.0;1.0;100.0;173.0;75.0;3.0;0.0;4.0;5.0;40.0;10.0;0;2;3;1;0.0;0.0;0;7.0;3.0;2.0;60.0
Idrissa Gana Gueye;27;sn SEN;CM;34-067;90;0;0;0;0;2;0;0;0;56.0;2.0;1;2.0;0.0;0.0;0.0;4.0;1.0;28.0;41.0;68.3;6.0;20.0;0.0;1.0;0.0;406.0;121.0;16.0;20.0;80.0;10.0;16.0;62.5;2.0;4.0;50.0;0.0;1.0;2.0;1.0;0.0;41.0;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;1.0;1.0;0.0;1.0;2.0;50.0;1.0;1.0;1.0;3.0;2.0;0.0;2.0;16.0;24.0;16.0;2.0;56.0;0.0;1.0;100.0;98.0;31.0;1.0;0.0;1.0;2.0;23.0;4.0;0;2;3;0;0.0;0.0;0;11.0;1.0;0.0;100.0
James Garner;37;eng ENG;CM;22-264;90;0;0;0;0;1;1;0;0;56.0;1.0;3;1.0;0.0;0.0;0.0;6.0;0.0;36.0;46.0;78.3;9.0;21.0;2.0;2.0;2.0;677.0;232.0;13.0;16.0;81.3;19.0;20.0;95.0;4.0;8.0;50.0;0.0;0.0;4.0;1.0;0.0;42.0;4.0;3.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1;1.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;4.0;4.0;0.0;4.0;13.0;34.0;11.0;0.0;56.0;100.0;0.0;0.0;153.0;71.0;2.0;0.0;0.0;0.0;23.0;0.0;0;3;3;0;0.0;0.0;0;13.0;0.0;2.0;0.0
Jack Harrison;11;eng ENG;RM;27-012;90;0;0;0;0;0;0;0;0;47.0;2.0;0;2.0;0.0;0.0;0.0;3.0;1.0;16.0;34.0;47.1;4.0;23.0;3.0;1.0;0.0;185.0;110.0;11.0;15.0;73.3;4.0;8.0;50.0;0.0;5.0;0.0;0.0;0.0;4.0;2.0;0.0;32.0;1.0;0.0;0.0;0.0;4;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;3.0;9.0;19.0;20.0;1.0;47.0;0.0;1.0;100.0;134.0;89.0;0.0;0.0;1.0;4.0;24.0;8.0;0;1;0;0;0.0;0.0;0;9.0;2.0;2.0;50.0
Vitaliy Mykolenko;19;ua UKR;LB;24-187;90;0;0;0;0;0;0;0;0;64.0;2.0;2;2.0;0.0;0.0;0.0;0.0;0.0;29.0;48.0;60.4;3.0;23.0;0.0;1.0;1.0;340.0;157.0;23.0;27.0;85.2;3.0;6.0;50.0;2.0;12.0;16.7;0.0;0.0;1.0;1.0;0.0;34.0;14.0;0.0;0.0;0.0;3;14.0;0.0;0.0;0.0;0.0;0.0;2.0;1;1.0;1.0;0.0;1.0;2.0;50.0;1.0;1.0;1.0;4.0;3.0;0.0;5.0;26.0;20.0;19.0;1.0;64.0;100.0;0.0;0.0;103.0;28.0;2.0;0.0;3.0;1.0;22.0;5.0;0;1;0;0;0.0;0.0;0;7.0;1.0;0.0;100.0
Jarrad Branthwaite;32;eng ENG;CB;21-158;90;0;0;0;0;0;0;0;0;47.0;1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;26.0;37.0;70.3;2.0;19.0;0.0;0.0;0.0;399.0;206.0;16.0;18.0;88.9;10.0;15.0;66.7;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;2.0;6.0;0.0;9.0;24.0;21.0;2.0;2.0;47.0;;0.0;;91.0;35.0;0.0;0.0;1.0;0.0;18.0;0.0;0;0;0;0;0.0;0.0;0;6.0;4.0;2.0;66.7
James Tarkowski;6;eng ENG;CB;31-013;90;0;0;0;0;1;0;0;0;54.0;1.0;1;0.0;0.1;0.1;0.0;2.0;0.0;24.0;40.0;60.0;6.0;17.0;1.0;0.0;0.0;475.0;246.0;9.0;12.0;75.0;12.0;17.0;70.6;3.0;6.0;50.0;0.1;1.0;4.0;1.0;0.0;39.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;1.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;2.0;9.0;0.0;9.0;26.0;16.0;12.0;3.0;54.0;;0.0;;151.0;116.0;1.0;0.0;1.0;1.0;23.0;3.0;0;0;1;0;0.0;0.0;0;7.0;8.0;2.0;80.0
Ashley Young;18;eng ENG;RB;38-146;90;0;0;0;0;1;0;0;0;40.0;1.0;1;1.0;0.1;0.1;0.0;3.0;0.0;22.0;32.0;68.8;4.0;16.0;0.0;0.0;0.0;430.0;228.0;7.0;8.0;87.5;12.0;19.0;63.2;3.0;5.0;60.0;0.0;0.0;3.0;0.0;0.0;27.0;5.0;1.0;0.0;0.0;5;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;1.0;0.0;1.0;1.0;100.0;0.0;1.0;0.0;2.0;4.0;0.0;3.0;13.0;17.0;11.0;0.0;40.0;;0.0;;69.0;25.0;1.0;0.0;0.0;1.0;14.0;2.0;0;1;3;0;0.0;0.0;0;4.0;2.0;1.0;66.7
Jordan Pickford;1;eng ENG;GK;29-270;90;0;0;0;0;0;0;0;0;34.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;20.0;31.0;64.5;0.0;13.0;0.0;0.0;0.0;699.0;618.0;1.0;1.0;100.0;8.0;8.0;100.0;11.0;22.0;50.0;0.0;0.0;0.0;0.0;0.0;15.0;16.0;8.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;0.0;0.0;22.0;28.0;6.0;0.0;0.0;34.0;;0.0;;52.0;39.0;0.0;0.0;0.0;0.0;12.0;0.0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;
Alexander Isak;14;se SWE;FW;24-072;90;0;0;0;0;3;0;0;0;47.0;0.0;0;0.0;0.3;0.3;0.2;1.0;0.0;33.0;39.0;84.6;5.0;31.0;4.0;2.0;1.0;428.0;75.0;18.0;20.0;90.0;10.0;11.0;90.9;1.0;1.0;100.0;0.7;1.0;2.0;0.0;0.0;38.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;18.0;27.0;6.0;47.0;50.0;1.0;50.0;188.0;93.0;0.0;2.0;2.0;1.0;35.0;6.0;0;0;1;0;0.0;0.0;0;3.0;0.0;2.0;0.0
