player;shirtnumber;nationality;position;age;minutes;goals;assists;pens_made;pens_att;shots;shots_on_target;cards_yellow;cards_red;touches;tackles;interceptions;blocks;xg;npxg;xg_assist;sca;gca;passes_completed;passes;passes_pct;progressive_passes;carries;progressive_carries;take_ons;take_ons_won;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;pass_xa;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;crosses;throw_ins;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_offsides;passes_blocked;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;challenge_tackles;challenges;challenge_tackles_pct;challenges_lost;blocked_shots;blocked_passes;tackles_interceptions;clearances;errors;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;take_ons_won_pct;take_ons_tackled;take_ons_tackled_pct;carries_distance;carries_progressive_distance;carries_into_final_third;carries_into_penalty_area;miscontrols;dispossessed;passes_received;progressive_passes_received;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
   Saman Ghoddos;14;ir IRN;CM;30-031;8;0;0;0;0;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;0.2;1.0;0.0;1.0;3.0;33.3;0.0;0.0;0.0;0.0;0.0;34.0;28.0;0.0;2.0;0.0;0.0;0.0;;1.0;1.0;100.0;0.2;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0.0;0.0;0;0.0;0.0;0.0;
Aaron Hickey;2;sct SCO;WB;21-119;90;0;0;0;0;2;0;1;0;30.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;24.0;79.2;0.0;15.0;4.0;0.0;0.0;292.0;56.0;11.0;13.0;84.6;6.0;7.0;85.7;2.0;3.0;66.7;0.0;0.0;0.0;0.0;0.0;23.0;1.0;0.0;0.0;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;3.0;15.0;12.0;3.0;0.0;30.0;;0.0;;132.0;89.0;0.0;0.0;1.0;1.0;27.0;0.0;0;1;2;0;0.0;0.0;0;3.0;0.0;1.0;0.0
Mads Roerslev;30;dk DEN;WB;24-105;90;0;0;0;0;0;0;0;0;30.0;4.0;0;0.0;0.0;0.0;0.1;2.0;0.0;13.0;22.0;59.1;2.0;12.0;5.0;0.0;0.0;197.0;85.0;6.0;7.0;85.7;6.0;10.0;60.0;0.0;2.0;0.0;0.0;1.0;2.0;1.0;1.0;22.0;0.0;0.0;0.0;1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2;2.0;2.0;0.0;1.0;4.0;25.0;3.0;0.0;0.0;4.0;3.0;0.0;6.0;12.0;10.0;8.0;2.0;30.0;;0.0;;81.0;41.0;1.0;2.0;0.0;1.0;14.0;6.0;0;0;0;0;0.0;0.0;0;5.0;1.0;3.0;25.0
Nathan Collins;22;ie IRL;CB;22-160;90;0;0;0;0;1;0;1;0;58.0;1.0;2;1.0;0.2;0.2;0.0;0.0;0.0;35.0;46.0;76.1;0.0;24.0;0.0;1.0;1.0;631.0;141.0;15.0;18.0;83.3;14.0;18.0;77.8;5.0;9.0;55.6;0.0;0.0;0.0;0.0;0.0;42.0;4.0;1.0;0.0;0.0;0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;3.0;6.0;0.0;16.0;42.0;12.0;4.0;3.0;58.0;100.0;0.0;0.0;124.0;62.0;0.0;0.0;2.0;0.0;37.0;0.0;0;1;0;0;0.0;0.0;0;4.0;4.0;0.0;100.0
Ethan Pinnock;5;jm JAM;CB;30-131;90;0;0;0;0;0;0;0;0;61.0;2.0;3;3.0;0.0;0.0;0.0;0.0;0.0;27.0;35.0;77.1;1.0;16.0;0.0;0.0;0.0;514.0;160.0;6.0;8.0;75.0;19.0;21.0;90.5;1.0;5.0;20.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2.0;0.0;0.0;1.0;2.0;50.0;1.0;3.0;0.0;5.0;19.0;0.0;29.0;47.0;12.0;2.0;1.0;61.0;;0.0;;90.0;51.0;0.0;0.0;1.0;0.0;24.0;0.0;0;0;0;0;0.0;0.0;0;6.0;2.0;0.0;100.0
Kristoffer Ajer;20;no NOR;CB;25-173;90;0;0;0;0;0;0;0;0;47.0;3.0;0;1.0;0.0;0.0;0.2;1.0;0.0;19.0;35.0;54.3;1.0;15.0;0.0;1.0;1.0;411.0;145.0;5.0;5.0;100.0;10.0;18.0;55.6;4.0;8.0;50.0;0.1;1.0;0.0;0.0;0.0;29.0;6.0;0.0;0.0;1.0;1;6.0;0.0;0.0;0.0;0.0;0.0;3.0;2;3.0;0.0;0.0;2.0;2.0;100.0;0.0;0.0;1.0;3.0;7.0;0.0;8.0;25.0;15.0;7.0;3.0;47.0;100.0;0.0;0.0;70.0;45.0;0.0;0.0;1.0;0.0;22.0;1.0;0;2;0;0;0.0;0.0;0;3.0;1.0;0.0;100.0
Thomas Strakosha;21;al ALB;GK;28-202;90;0;0;0;0;0;0;0;0;53.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;49.0;67.3;0.0;18.0;0.0;0.0;0.0;935.0;581.0;4.0;4.0;100.0;18.0;19.0;94.7;11.0;26.0;42.3;0.0;0.0;0.0;0.0;0.0;28.0;21.0;11.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;44.0;52.0;1.0;0.0;0.0;53.0;;0.0;;64.0;44.0;0.0;0.0;0.0;0.0;20.0;0.0;0;0;1;0;0.0;0.0;0;1.0;0.0;0.0;
Lyle Foster;17;za RSA;FW;23-034;90;0;1;0;0;1;0;0;0;24.0;3.0;0;1.0;0.1;0.1;0.1;1.0;1.0;11.0;17.0;64.7;1.0;12.0;1.0;1.0;1.0;195.0;36.0;7.0;13.0;53.8;3.0;3.0;100.0;1.0;1.0;100.0;0.1;1.0;1.0;1.0;0.0;16.0;1.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;3.0;11.0;11.0;1.0;24.0;100.0;0.0;0.0;96.0;56.0;1.0;0.0;2.0;0.0;16.0;2.0;0;0;2;3;0.0;0.0;0;3.0;3.0;5.0;37.5
Wilson Odobert;47;fr FRA;LW;18-313;78;1;0;0;0;3;2;1;0;26.0;2.0;0;0.0;0.1;0.1;0.3;2.0;0.0;11.0;13.0;84.6;0.0;18.0;3.0;6.0;3.0;143.0;20.0;6.0;6.0;100.0;5.0;5.0;100.0;0.0;0.0;;0.5;1.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2;0.0;0.0;2.0;2.0;2.0;100.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;10.0;14.0;4.0;26.0;50.0;2.0;33.3;145.0;84.0;1.0;2.0;3.0;0.0;20.0;2.0;0;1;1;0;0.0;0.0;0;1.0;0.0;1.0;0.0
   Jacob Bruun Larsen;34;dk DEN;LW;25-018;12;0;0;0;0;1;0;0;0;13.0;1.0;0;0.0;0.1;0.1;0.0;1.0;0.0;5.0;7.0;71.4;0.0;10.0;1.0;3.0;1.0;83.0;1.0;1.0;1.0;100.0;4.0;5.0;80.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1;1.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.0;6.0;0.0;13.0;33.3;1.0;33.3;56.0;31.0;1.0;0.0;1.0;1.0;7.0;2.0;0;0;1;1;0.0;0.0;0;2.0;0.0;1.0;0.0
Mike Trésor;31;be BEL;RW;24-132;60;0;0;0;0;1;0;0;0;23.0;3.0;0;0.0;0.3;0.3;0.0;0.0;0.0;7.0;12.0;58.3;0.0;15.0;0.0;5.0;0.0;76.0;12.0;5.0;7.0;71.4;1.0;4.0;25.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;11.0;1.0;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;3.0;0.0;0.0;3.0;4.0;75.0;1.0;0.0;0.0;3.0;0.0;0.0;2.0;12.0;6.0;6.0;1.0;23.0;0.0;5.0;100.0;63.0;27.0;0.0;0.0;1.0;1.0;12.0;2.0;0;0;0;0;0.0;0.0;0;3.0;0.0;0.0;
   Luca Koleosho;30;it ITA;RW;19-022;30;0;0;0;0;1;1;0;0;8.0;0.0;0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;4.0;50.0;0.0;8.0;2.0;3.0;2.0;39.0;12.0;1.0;1.0;100.0;1.0;2.0;50.0;0.0;0.0;;0.0;1.0;0.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;8.0;66.7;1.0;33.3;60.0;38.0;1.0;0.0;0.0;1.0;7.0;1.0;0;1;0;0;0.0;0.0;0;1.0;0.0;0.0;
Josh Brownhill;8;eng ENG;LM;27-292;90;0;0;0;0;0;0;0;0;43.0;2.0;2;0.0;0.0;0.0;0.1;5.0;0.0;26.0;35.0;74.3;1.0;10.0;0.0;0.0;0.0;359.0;42.0;17.0;18.0;94.4;8.0;9.0;88.9;0.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;25.0;10.0;1.0;0.0;0.0;4;0.0;7.0;4.0;0.0;0.0;0.0;2.0;2;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;3.0;0.0;3.0;9.0;14.0;20.0;1.0;43.0;;0.0;;22.0;8.0;0.0;0.0;1.0;1.0;15.0;0.0;0;0;1;0;0.0;0.0;0;3.0;1.0;1.0;50.0
Josh Cullen;24;ie IRL;CM;27-183;60;0;0;0;0;0;0;1;0;28.0;2.0;0;0.0;0.0;0.0;0.0;1.0;0.0;22.0;24.0;91.7;2.0;16.0;0.0;1.0;0.0;394.0;74.0;8.0;8.0;100.0;13.0;14.0;92.9;1.0;1.0;100.0;0.0;0.0;1.0;0.0;0.0;22.0;2.0;2.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;2.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;10.0;17.0;1.0;0.0;28.0;0.0;1.0;100.0;73.0;21.0;0.0;0.0;0.0;0.0;21.0;0.0;0;1;1;0;0.0;0.0;0;4.0;0.0;0.0;
   Aaron Ramsey;21;eng ENG;CM;20-259;30;0;0;0;0;0;0;0;0;11.0;3.0;0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;100.0;0.0;4.0;0.0;0.0;0.0;129.0;0.0;5.0;5.0;100.0;2.0;2.0;100.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;1.0;1.0;1.0;1.0;2.0;50.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;6.0;2.0;0.0;11.0;;0.0;;9.0;2.0;0.0;0.0;0.0;1.0;7.0;1.0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;
Sander Berge;16;no NOR;RM;25-235;90;0;0;0;0;1;0;0;0;44.0;1.0;0;0.0;0.0;0.0;0.0;1.0;0.0;36.0;39.0;92.3;2.0;31.0;1.0;0.0;0.0;666.0;128.0;15.0;17.0;88.2;15.0;15.0;100.0;5.0;6.0;83.3;0.0;0.0;1.0;0.0;0.0;35.0;4.0;2.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0;0.0;0.0;1.0;2.0;50.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;14.0;26.0;4.0;1.0;44.0;;0.0;;165.0;97.0;1.0;0.0;0.0;2.0;32.0;0.0;0;3;0;0;0.0;0.0;0;4.0;1.0;0.0;100.0
Charlie Taylor;3;eng ENG;LB;30-019;90;0;0;0;0;2;0;0;0;74.0;2.0;0;1.0;0.1;0.1;0.0;2.0;0.0;48.0;64.0;75.0;3.0;41.0;0.0;2.0;1.0;752.0;309.0;30.0;34.0;88.2;14.0;20.0;70.0;4.0;9.0;44.4;0.0;1.0;2.0;0.0;0.0;51.0;13.0;2.0;0.0;0.0;1;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0;1.0;1.0;0.0;2.0;2.0;100.0;0.0;0.0;1.0;2.0;2.0;0.0;3.0;28.0;35.0;13.0;0.0;74.0;50.0;1.0;50.0;181.0;73.0;1.0;0.0;2.0;1.0;49.0;1.0;0;2;0;0;0.0;0.0;0;7.0;1.0;0.0;100.0
Hannes Delcroix;44;be BEL;CB;24-221;90;0;0;0;0;0;0;0;0;72.0;3.0;0;3.0;0.0;0.0;0.0;0.0;0.0;53.0;62.0;85.5;0.0;51.0;0.0;0.0;0.0;948.0;287.0;20.0;22.0;90.9;31.0;33.0;93.9;2.0;7.0;28.6;0.0;0.0;1.0;0.0;0.0;61.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;2.0;1.0;0.0;2.0;2.0;100.0;0.0;1.0;2.0;3.0;1.0;0.0;11.0;51.0;21.0;0.0;0.0;72.0;;0.0;;200.0;103.0;0.0;0.0;0.0;1.0;53.0;0.0;0;2;0;0;0.0;0.0;0;5.0;2.0;0.0;100.0
Ameen Al-Dakhil;28;be BEL;CB;21-215;45;0;0;0;0;0;0;0;0;23.0;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;19.0;94.7;0.0;19.0;0.0;0.0;0.0;323.0;42.0;7.0;7.0;100.0;10.0;11.0;90.9;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;1.0;0.0;0.0;4.0;18.0;5.0;0.0;0.0;23.0;;0.0;;125.0;61.0;0.0;0.0;1.0;0.0;18.0;0.0;0;0;0;0;0.0;0.0;1;1.0;0.0;0.0;
   Dara O'Shea;2;ie IRL;CB;24-217;45;0;0;0;0;0;0;0;0;27.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;21.0;25.0;84.0;0.0;17.0;0.0;0.0;0.0;385.0;128.0;9.0;11.0;81.8;10.0;11.0;90.9;2.0;3.0;66.7;0.0;0.0;1.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;2.0;14.0;13.0;0.0;0.0;27.0;;0.0;;107.0;56.0;0.0;0.0;0.0;0.0;20.0;0.0;0;0;0;0;0.0;0.0;0;2.0;2.0;1.0;66.7
Vitinho;22;br BRA;RB;24-076;60;0;0;0;0;0;0;0;0;24.0;0.0;1;0.0;0.0;0.0;0.0;1.0;1.0;12.0;15.0;80.0;2.0;16.0;3.0;2.0;0.0;201.0;86.0;6.0;6.0;100.0;6.0;8.0;75.0;0.0;0.0;;0.0;0.0;1.0;0.0;0.0;12.0;3.0;0.0;0.0;0.0;0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;2.0;10.0;10.0;4.0;0.0;24.0;0.0;0.0;0.0;145.0;90.0;1.0;0.0;2.0;1.0;14.0;1.0;0;1;2;0;0.0;1.0;0;2.0;0.0;0.0;
   Connor Roberts;14;wls WAL;RB;28-014;30;0;0;0;0;0;0;0;0;21.0;1.0;0;0.0;0.0;0.0;0.1;3.0;0.0;14.0;18.0;77.8;2.0;10.0;0.0;1.0;0.0;255.0;103.0;4.0;5.0;80.0;8.0;8.0;100.0;2.0;3.0;66.7;0.0;3.0;0.0;0.0;0.0;13.0;4.0;0.0;0.0;0.0;0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1;0.0;0.0;1.0;1.0;1.0;100.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;9.0;8.0;0.0;21.0;0.0;1.0;100.0;21.0;16.0;0.0;0.0;0.0;0.0;10.0;0.0;0;0;0;0;0.0;0.0;0;3.0;0.0;0.0;
James Trafford;1;eng ENG;GK;20-362;90;0;0;0;0;0;0;0;0;71.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;70.0;84.3;0.0;55.0;0.0;0.0;0.0;1327.0;869.0;21.0;21.0;100.0;22.0;22.0;100.0;16.0;25.0;64.0;0.0;0.0;1.0;0.0;0.0;62.0;6.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;46.0;71.0;0.0;0.0;0.0;71.0;;0.0;;242.0;124.0;0.0;0.0;0.0;0.0;49.0;0.0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;
Armando Broja;19;al ALB;FW;22-027;45;0;0;0;0;1;0;0;0;14.0;1.0;0;0.0;0.1;0.1;0.0;0.0;0.0;10.0;10.0;100.0;1.0;8.0;0.0;3.0;1.0;108.0;5.0;7.0;7.0;100.0;2.0;2.0;100.0;0.0;0.0;;0.0;0.0;0.0;1.0;0.0;8.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;11.0;5.0;14.0;33.3;2.0;66.7;44.0;4.0;0.0;1.0;0.0;1.0;10.0;3.0;0;0;1;1;0.0;0.0;0;2.0;0.0;0.0;
   Nicolas Jackson;15;sn SEN;FW;22-109;45;1;0;0;0;1;1;0;0;13.0;0.0;1;1.0;0.3;0.3;0.1;2.0;1.0;5.0;7.0;71.4;0.0;9.0;0.0;2.0;2.0;72.0;9.0;3.0;4.0;75.0;2.0;2.0;100.0;0.0;0.0;;0.0;1.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;4.0;7.0;3.0;3.0;13.0;100.0;0.0;0.0;44.0;29.0;0.0;0.0;2.0;0.0;8.0;1.0;0;0;1;0;0.0;0.0;0;2.0;1.0;2.0;33.3
Raheem Sterling;7;eng ENG;LW;28-303;82;1;0;0;0;3;2;0;0;34.0;1.0;0;0.0;0.5;0.5;0.1;4.0;1.0;13.0;22.0;59.1;4.0;26.0;6.0;7.0;2.0;184.0;52.0;9.0;12.0;75.0;2.0;6.0;33.3;1.0;2.0;50.0;0.1;1.0;1.0;3.0;0.0;22.0;0.0;0.0;2.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;0.0;0.0;1.0;1.0;2.0;50.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;10.0;24.0;7.0;34.0;28.6;3.0;42.9;218.0;174.0;1.0;4.0;3.0;0.0;27.0;12.0;0;1;2;0;1.0;0.0;0;4.0;0.0;0.0;
   Mykhailo Mudryk;10;ua UKR;LW;22-275;8;0;0;0;0;0;0;0;0;5.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;100.0;0.0;4.0;1.0;0.0;0.0;53.0;0.0;3.0;3.0;100.0;1.0;1.0;100.0;0.0;0.0;;0.1;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;1.0;5.0;;0.0;;43.0;35.0;0.0;1.0;0.0;1.0;5.0;0.0;0;0;0;0;0.0;0.0;0;0.0;0.0;1.0;0.0
Cole Palmer;20;eng ENG;RW;21-154;85;1;1;1;1;2;0;0;0;52.0;0.0;0;1.0;0.9;0.1;0.4;2.0;1.0;31.0;40.0;77.5;7.0;28.0;2.0;4.0;0.0;665.0;223.0;11.0;13.0;84.6;11.0;12.0;91.7;7.0;10.0;70.0;0.1;2.0;9.0;0.0;0.0;38.0;2.0;0.0;1.0;1.0;2;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;28.0;23.0;5.0;51.0;0.0;4.0;100.0;217.0;61.0;0.0;1.0;1.0;3.0;40.0;7.0;0;0;0;1;0.0;0.0;0;2.0;0.0;0.0;
   Ian Maatsen;29;nl NED;RW;21-211;5;0;0;0;0;0;0;0;0;4.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;4.0;;0.0;;13.0;11.0;0.0;0.0;2.0;0.0;4.0;0.0;0;1;0;0;0.0;0.0;0;0.0;0.0;0.0;
Enzo Fernández;8;ar ARG;LM;22-263;90;0;0;0;0;1;1;1;0;97.0;3.0;2;1.0;0.1;0.1;0.0;2.0;0.0;81.0;89.0;91.0;8.0;60.0;2.0;2.0;1.0;1642.0;404.0;35.0;37.0;94.6;29.0;31.0;93.5;16.0;18.0;88.9;0.1;0.0;11.0;1.0;0.0;84.0;4.0;4.0;1.0;5.0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2;1.0;0.0;2.0;2.0;2.0;100.0;0.0;0.0;1.0;5.0;0.0;0.0;2.0;20.0;58.0;20.0;4.0;97.0;50.0;1.0;50.0;225.0;102.0;3.0;0.0;0.0;2.0;82.0;1.0;0;0;2;0;0.0;0.0;0;3.0;1.0;3.0;25.0
Moisés Caicedo;25;ec ECU;CM;21-339;90;0;0;0;0;0;0;1;0;89.0;2.0;0;3.0;0.0;0.0;0.2;3.0;1.0;78.0;81.0;96.3;4.0;44.0;0.0;2.0;1.0;1285.0;226.0;35.0;36.0;97.2;33.0;34.0;97.1;5.0;6.0;83.3;0.0;2.0;6.0;2.0;0.0;79.0;2.0;2.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;2.0;0.0;0.0;0.0;;0.0;2.0;1.0;2.0;0.0;0.0;3.0;32.0;49.0;8.0;0.0;89.0;50.0;1.0;50.0;126.0;26.0;0.0;0.0;2.0;0.0;68.0;0.0;0;0;0;0;0.0;0.0;0;9.0;1.0;0.0;100.0
Conor Gallagher;23;eng ENG;RM;23-243;90;0;1;0;0;0;0;0;0;55.0;4.0;2;2.0;0.0;0.0;0.3;1.0;1.0;35.0;41.0;85.4;2.0;27.0;0.0;0.0;0.0;531.0;129.0;21.0;21.0;100.0;12.0;14.0;85.7;2.0;4.0;50.0;0.1;1.0;0.0;2.0;1.0;37.0;3.0;1.0;0.0;0.0;4;0.0;2.0;1.0;0.0;0.0;1.0;0.0;2;1.0;1.0;2.0;2.0;4.0;50.0;2.0;0.0;2.0;6.0;1.0;0.0;1.0;15.0;23.0;20.0;1.0;55.0;;0.0;;93.0;17.0;0.0;0.0;3.0;1.0;35.0;4.0;0;3;3;0;0.0;0.0;0;8.0;1.0;1.0;50.0
Levi Colwill;26;eng ENG;LB;20-223;90;0;0;0;0;0;0;0;0;59.0;5.0;1;0.0;0.0;0.0;0.0;2.0;1.0;42.0;50.0;84.0;5.0;34.0;1.0;0.0;0.0;675.0;145.0;19.0;22.0;86.4;23.0;23.0;100.0;0.0;5.0;0.0;0.0;0.0;4.0;0.0;0.0;45.0;5.0;0.0;0.0;0.0;4;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3;2.0;1.0;2.0;2.0;3.0;66.7;1.0;0.0;0.0;6.0;0.0;0.0;2.0;16.0;23.0;20.0;1.0;59.0;;0.0;;88.0;50.0;1.0;0.0;3.0;0.0;42.0;7.0;0;0;0;0;0.0;0.0;0;6.0;0.0;0.0;
Thiago Silva;6;br BRA;CB;39-015;90;0;0;0;0;0;0;1;0;111.0;2.0;0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;106.0;99.1;3.0;82.0;0.0;0.0;0.0;1850.0;562.0;41.0;41.0;100.0;55.0;55.0;100.0;8.0;9.0;88.9;0.0;0.0;1.0;0.0;0.0;103.0;3.0;1.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;1.0;1.0;2.0;2.0;100.0;0.0;0.0;0.0;2.0;2.0;0.0;13.0;54.0;55.0;2.0;0.0;111.0;;0.0;;241.0;118.0;0.0;0.0;0.0;0.0;100.0;0.0;0;1;0;0;0.0;0.0;0;0.0;2.0;0.0;100.0
Axel Disasi;2;fr FRA;CB;25-210;90;0;0;0;0;0;0;0;0;119.0;0.0;0;1.0;0.0;0.0;0.0;1.0;0.0;108.0;113.0;95.6;0.0;84.0;0.0;1.0;1.0;2192.0;609.0;25.0;25.0;100.0;73.0;74.0;98.6;10.0;14.0;71.4;0.2;0.0;5.0;0.0;0.0;110.0;3.0;3.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;4.0;0.0;13.0;59.0;61.0;0.0;0.0;119.0;100.0;0.0;0.0;226.0;74.0;0.0;0.0;0.0;2.0;103.0;0.0;0;1;0;0;0.0;0.0;0;6.0;2.0;3.0;40.0
Marc Cucurella;3;es ESP;RB;25-077;90;0;0;0;0;0;0;1;0;105.0;4.0;3;1.0;0.0;0.0;0.0;1.0;0.0;84.0;94.0;89.4;3.0;48.0;0.0;3.0;0.0;1327.0;275.0;40.0;44.0;90.9;39.0;41.0;95.1;3.0;6.0;50.0;0.0;1.0;4.0;0.0;0.0;79.0;15.0;3.0;0.0;0.0;1;12.0;0.0;0.0;0.0;0.0;0.0;1.0;3;2.0;1.0;1.0;3.0;5.0;60.0;2.0;0.0;1.0;7.0;1.0;0.0;4.0;39.0;53.0;13.0;0.0;105.0;0.0;3.0;100.0;139.0;84.0;0.0;0.0;1.0;0.0;71.0;1.0;0;1;1;0;0.0;0.0;0;8.0;1.0;0.0;100.0
